pitchid,date,time,pa_number,pa_pitch_number,pitcher,pitcherid,throws,field_team,batter,batterid,batside,bat_team,pitcher_set,inning,inning_half,outs,balls,strikes,pitch_type_tagged,pitch_type_auto,pitch_call,k_or_bb,hit_type,play_result,outs_on_play,runs_scored,notes,rel_speed,vert_rel_angle,horz_rel_angle,spin_rate,spin_axis,tilt,rel_height,rel_side,extension,vert_break,induced_vert_break,horz_break,plate_loc_z,plate_loc_x,zone_speed,vert_appr_angle,horz_appr_angle,zone_time,exit_speed,angle,direction,hit_spin_rate,pos_at_100_x,pos_at_100_y,pos_at_100_z,distance,last_tracked_distance,bearing,hang_time,pfx_x,pfx_z,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,home_team,away_team,stadium,levelid,leagueid,trackman_gameid,pitch_uid,effective_velo,max_height,measured_duration,speed_drop,pitch_last_measured_x,pitch_last_measured_y,pitch_last_measured_z,contact_position_x,contact_position_y,contact_position_z
81,2019-09-24,02:26:38,2,4,"Flaherty, Jack",656427,Right,"St. Louis Cardinals","Dyson, Jarrod",502481,Left,"Arizona Diamondbacks",,3,Bottom,1,1,2,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,95.7706,-2.36816,-1.11832,2299.93,201.639,NULL,5.70957,2.58136,6.46036,-13.0357,16.5955,6.5935,2.44658,2.10357,87.8011,-4.83459,0.133986,0.391783,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-3.93078,9.77297,-2.50548,50,5.53657,2.51507,-139.432,-6.17622,-7.75727,30.6303,-12.8874,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,8d084cb7-af89-4478-9207-f7efd5a7d652,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
86,2019-09-24,02:28:15,3,3,"Flaherty, Jack",656427,Right,"St. Louis Cardinals","Leake, Mike",502190,Right,"Arizona Diamondbacks",,3,Bottom,2,0,2,Undefined,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,statcast,87.2588,-2.11672,-3.26121,2517.63,96.2536,NULL,5.59894,2.50469,6.44659,-35.1274,0.660507,-6.29996,0.723014,-1.01957,80.8169,-8.69647,-4.45187,0.430566,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.58431,0.934836,-2.27085,50,5.43287,7.41012,-126.881,-5.70291,4.22527,25.2459,-30.6456,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,8d4a6c15-c932-4602-aef3-ff5863b2d20f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491,2019-09-24,07:23:01,2,1,"Duplantier, Jon",641541,Right,"Arizona Diamondbacks","Wieters, Matt",446308,Left,"St. Louis Cardinals",,17,Top,0,0,0,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,92.6499,-2.67442,-1.9942,2205.7,205.588,NULL,5.78168,1.28546,6.98127,-14.8226,16.1568,7.74917,2.11122,0.117067,85.2587,-5.49964,-0.510868,0.400597,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-4.86789,9.75962,-1.16567,50,5.61201,4.48885,-134.93,-6.70696,-9.02068,27.935,-14.0885,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,8e054aa1-8925-4b67-b612-85b7b73bfb04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
169,2019-09-24,03:26:14,1,3,"Flaherty, Jack",656427,Right,"St. Louis Cardinals","Flores, Wilmer",527038,Right,"Arizona Diamondbacks",,6,Bottom,0,1,1,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,95.5244,-1.87858,-3.76784,2372.5,192.981,NULL,5.80129,2.23883,6.61246,-12.5717,17.1492,3.959,3.02892,-0.886785,87.4499,-4.2649,-3.01615,0.392376,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-3.21997,10.0032,-1.98448,50,5.66821,9.02592,-138.871,-4.94453,-6.29934,30.5753,-12.6043,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,8e3c2bc3-5d69-4410-a984-5d4c577ec19e,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
78,2019-09-24,02:25:38,2,1,"Flaherty, Jack",656427,Right,"St. Louis Cardinals","Dyson, Jarrod",502481,Left,"Arizona Diamondbacks",,3,Bottom,1,0,0,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,92.1393,-1.7917,-1.96889,2181.77,187.71,NULL,5.94315,2.53954,6.34974,-17.4746,14.7397,1.99911,2.83639,0.893298,84.3572,-5.09392,-1.58991,0.408503,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.64136,8.57778,-2.39781,50,5.80495,4.54841,-134.101,-4.73568,-2.98997,28.8959,-16.5484,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,8e3d0153-5329-4cff-9484-fc8718bfff0c,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
50,2019-09-24,02:09:18,1,3,"Flaherty, Jack",656427,Right,"St. Louis Cardinals","Lamb, Jake",571875,Left,"Arizona Diamondbacks",,2,Bottom,0,1,1,Undefined,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,88.0222,-1.2026,-3.28205,1514.56,229.222,NULL,5.54989,2.65017,6.78947,-26.3853,7.97957,9.28467,2.25154,0.425085,81.6602,-6.19548,-1.5198,0.421919,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.95096,4.72373,-2.44101,50,5.46157,7.09991,-128.186,-3.40856,-10.0291,23.3036,-24.2132,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,8e5e04b2-5fdd-4a65-83f0-fc642e2ee4ca,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
21,2019-09-24,01:50:45,1,6,"Flaherty, Jack",656427,Right,"St. Louis Cardinals","Almonte, Abraham",501659,Left,"Arizona Diamondbacks",,1,Bottom,0,3,2,Undefined,Fastball,InPlay,Undefined,Undefined,Out,0,0,statcast,95.901,-2.87579,-2.97603,2324.39,193.241,NULL,5.64643,2.53086,6.47793,-13.5683,16.0727,3.78791,1.86958,0.111648,87.8801,-5.44047,-2.25755,0.391848,99.416,-34.462,-28.7903,NULL,NULL,NULL,NULL,3.87085,NULL,-20.3734,0.023079,-2.8987,9.63695,-2.32346,50,5.43802,7.12901,-139.402,-7.43577,-5.714,30.8222,-13.1774,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,8ea8509a-5e40-46aa-bf08-7fd65ae0b33a,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
48,2019-09-24,02:08:47,1,1,"Flaherty, Jack",656427,Right,"St. Louis Cardinals","Lamb, Jake",571875,Left,"Arizona Diamondbacks",,2,Bottom,0,0,0,Undefined,Other,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,77.8527,0.18788,-1.17347,2578.71,57.1673,NULL,5.92646,2.40597,5.93409,-54.5956,-8.63966,-13.3299,1.55115,0.206446,71.9452,-9.99226,-3.68426,0.487913,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.86777,-4.72524,-2.30492,50,5.91063,2.69546,-113.299,-1.16294,8.89343,21.4285,-38.293,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,8ecaa035-6d7c-436d-881a-649e0c9b0257,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
583,2019-09-24,08:26:17,2,6,"Brebbia, John",605154,Right,"St. Louis Cardinals","Ahmed, Nick",605113,Right,"Arizona Diamondbacks",,19,Bottom,0,1,2,Undefined,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,82.3733,-1.79364,-2.0934,2672.64,93.9412,NULL,5.86513,1.76467,6.36365,-39.5054,0.617678,-9.45103,0.920993,-0.949979,76.5645,-9.17642,-3.87824,0.455899,63.2472,26.4469,150.644,3751.66,NULL,NULL,NULL,147.918,NULL,156.289,2.06668,4.62687,0.811451,-1.609,50,5.71678,4.64385,-119.915,-4.84693,6.77118,22.09,-30.9865,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,8f1c6a04-19d6-4f03-8ee7-8bf2ab285d38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
308,2019-09-24,05:05:41,5,2,"Andriese, Matt",542882,Right,"Arizona Diamondbacks","DeJong, Paul",657557,Right,"St. Louis Cardinals",,11,Top,2,0,1,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,93.1021,-1.94393,-3.47661,2360.15,194.284,NULL,5.79385,2.43519,5.87716,-14.8754,17.3861,4.43346,2.74504,-0.427779,84.9817,-4.73278,-2.64438,0.408803,74.345,46.3423,126.735,5626.37,NULL,NULL,NULL,206.009,NULL,140.762,3.81288,-3.36541,9.91943,-2.15691,50,5.62805,8.0637,-135.209,-5.10291,-6.22521,29.6903,-13.8255,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,901c20f9-2177-4527-8e99-31181219f35b,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
138,2019-09-24,03:00:50,4,5,"Leake, Mike",502190,Right,"Arizona Diamondbacks","Fowler, Dexter",451594,Left,"St. Louis Cardinals",,5,Top,2,3,1,Undefined,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,89.2166,0.136988,-2.7375,2142.51,252.87,NULL,4.90891,2.15966,5.36517,-31.4977,4.28253,13.9916,2.41269,0.75711,81.4395,-5.72216,-0.12832,0.43052,69.8646,32.0299,-151.005,3832.88,NULL,NULL,NULL,174.317,NULL,-154.443,2.43269,-8.18367,2.22879,-1.92393,50,4.89916,5.70118,-129.615,-0.807119,-13.8978,27.5298,-28.389,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,90c6ced9-817d-4d18-b4d6-d56c091ac820,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
376,2019-09-24,05:48:39,3,4,"Clarke, Taylor",664199,Right,"Arizona Diamondbacks","Ozuna, Marcell",542303,Right,"St. Louis Cardinals",,13,Top,1,2,1,Undefined,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,85.3559,-0.246264,-1.32599,2294.77,77.5409,NULL,6.29517,1.37396,5.90754,-38.8982,-1.01734,-4.46149,2.82504,-0.228695,79.0925,-7.49397,-2.16203,0.442977,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.06419,-0.485018,-1.26509,50,6.25303,3.01679,-124.304,-1.75087,3.25511,23.0808,-32.9389,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,9184a6a3-5547-4483-a8d3-a9320975b06d,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
388,2019-09-24,06:02:06,2,2,"Gant, John",607231,Right,"St. Louis Cardinals","Dyson, Jarrod",502481,Left,"Arizona Diamondbacks",,13,Bottom,0,1,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,94.7508,-3.72537,-4.96432,2482.66,211.502,NULL,6.074,2.64341,6.1436,-13.4723,17.3498,10.6486,1.49132,-1.06762,87.1044,-6.25005,-2.96753,0.399579,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-7.06756,10.3911,-2.27057,50,5.78224,11.5706,-137.257,-9.41559,-13.5787,28.3559,-12.21,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,91e3900b-3110-493c-9fb4-c2b3a21a86b3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
454,2019-09-24,06:52:37,4,1,"Ponce de Leon, Daniel",594965,Right,"St. Louis Cardinals","Duplantier, Jon",641541,Left,"Arizona Diamondbacks",,15,Bottom,2,0,0,Undefined,Fastball,InPlay,Undefined,Undefined,Single,0,0,statcast,92.9639,-3.35596,-2.35349,2447.7,217.01,NULL,6.61997,1.60108,6.05596,-15.1738,16.9443,12.7934,2.24336,0.487814,85.0488,-6.20293,0.0604355,0.407893,95.1824,-35.9247,-16.8482,NULL,NULL,NULL,NULL,2.66518,NULL,-27.828,0.0409923,-7.59499,10.127,-1.42533,50,6.35098,5.12954,-135.034,-8.42353,-14.0238,29.3962,-13.475,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,91eac66e-5d85-46eb-b7a0-07f06d0845a1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
352,2019-09-24,05:36:57,3,1,"Cabrera, Genesis",650893,Left,"St. Louis Cardinals","Rojas, Josh",668942,Left,"Arizona Diamondbacks",,12,Bottom,2,0,0,Undefined,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,83.6323,0.0328727,0.550617,2613.02,357.755,NULL,6.285,-1.16712,5.79343,-52.5675,-12.234,0.478251,1.93495,-0.615132,76.4725,-9.80689,0.641015,0.457093,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.0852981,-6.60483,1.12161,50,6.25657,-1.18363,-121.632,-1.54603,-0.12623,26.562,-41.9484,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,9362c916-3691-4f53-80c8-310706e32e88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
202,2019-09-24,03:49:04,3,5,"Flaherty, Jack",656427,Right,"St. Louis Cardinals","Rojas, Josh",668942,Left,"Arizona Diamondbacks",,7,Bottom,1,2,2,Undefined,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,statcast,92.5623,-1.11425,-2.24734,2225.18,215.881,NULL,5.55644,2.4175,6.71674,-20.9045,10.2388,7.4252,2.7951,0.981214,85.6578,-5.07341,-0.837589,0.401656,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-4.6656,5.94749,-2.27203,50,5.47436,5.07927,-134.897,-3.22977,-8.69705,26.1469,-21.0875,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,93964508-ab78-469a-a169-8e3779784923,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
73,2019-09-24,02:21:19,3,1,"Leake, Mike",502190,Right,"Arizona Diamondbacks","Goldschmidt, Paul",502671,Right,"St. Louis Cardinals",,3,Top,2,0,0,Undefined,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,91.0726,-0.0838418,-4.59023,2341.39,189.443,NULL,4.93611,2.67861,5.21534,-24.0597,10.3331,1.72337,2.85205,-1.50264,83.7419,-4.52013,-4.27281,0.422091,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-2.08569,5.45124,-2.25561,50,4.91048,10.5417,-132.102,-1.09079,-3.71318,26.1686,-22.4691,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,9401959b-b820-451a-9b47-1664b83270be,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
410,2019-09-24,06:21:47,3,5,"Chafin, Andrew",605177,Left,"Arizona Diamondbacks","O'Neill, Tyler",641933,Right,"St. Louis Cardinals",,14,Top,1,3,1,Undefined,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,93.894,-2.99801,2.31688,2180.81,151.121,NULL,6.46164,-1.62844,6.23623,-15.9065,15.3081,-8.45769,2.36607,-0.195099,86.0007,-5.99224,0.716878,0.402115,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.25565,9.18424,1.46016,50,6.2302,-5.25058,-136.483,-7.66433,9.92251,29.7798,-14.8345,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,94eeea59-5e4e-4cb8-9cf9-fbcdaa1bd206,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
550,2019-09-24,08:03:55,3,1,"Leone, Dominic",608678,Right,"St. Louis Cardinals","Rojas, Josh",668942,Left,"Arizona Diamondbacks",,18,Bottom,1,0,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,95.5229,-3.25162,-3.93529,2415.61,207.33,NULL,5.72101,1.93599,6.2344,-13.2715,16.9197,8.75734,1.60547,-0.969819,87.5968,-5.74782,-2.28471,0.395468,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.82973,10.1014,-1.64694,50,5.47144,9.25031,-138.628,-8.3282,-11.3881,29.8812,-12.4415,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,94febce9-17a5-4be1-ac70-cec76e74ac5c,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
220,2019-09-24,03:59:52,2,8,"Crichton, Stefan",592233,Right,"Arizona Diamondbacks","Goldschmidt, Paul",502671,Right,"St. Louis Cardinals",,8,Top,1,2,2,Undefined,Sinker,InPlay,Undefined,Undefined,Out,0,0,statcast,93.3441,-2.13357,-5.02468,2029.6,248.8,NULL,5.48414,2.9104,5.89399,-24.8444,7.25362,18.7697,1.42456,-0.202013,85.5808,-6.77821,-1.50943,0.407766,88.5953,-8.19657,3.63951,NULL,NULL,NULL,NULL,8.79767,NULL,4.90422,0.0724905,-11.471,4.4857,-2.51625,50,5.29756,11.2589,-135.312,-5.90518,-21.3339,28.6587,-23.8314,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,953acfc6-c55e-4780-bdbc-8d01e6c1ee44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
585,2019-09-24,08:27:59,2,8,"Brebbia, John",605154,Right,"St. Louis Cardinals","Ahmed, Nick",605113,Right,"Arizona Diamondbacks",,19,Bottom,0,1,2,Undefined,Slider,InPlay,Undefined,Undefined,Single,0,0,statcast,85.9427,-1.23425,-2.53656,2632.98,137.53,NULL,5.91694,1.80891,6.47754,-27.4455,9.02071,-8.28498,2.49531,-1.21195,79.9097,-6.38316,-4.09806,0.434627,76.6736,15.7072,0.278269,1467.48,NULL,NULL,NULL,190.524,NULL,2.82235,2.09991,3.93411,5.25533,-1.62697,50,5.81776,5.77973,-125.18,-3.47555,6.31907,22.3642,-23.7328,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,95a5b8cc-eb61-4a61-8f8a-6637fc10c3de,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23,2019-09-24,01:51:55,2,2,"Flaherty, Jack",656427,Right,"St. Louis Cardinals","Leyba, Domingo",642736,Left,"Arizona Diamondbacks",,1,Bottom,1,1,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,94.3385,-2.04626,-3.8407,2386.7,194.892,NULL,5.73355,2.46972,6.35917,-11.8743,18.8725,5.02544,2.85599,-0.651053,86.4363,-4.28859,-2.89161,0.399091,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-3.78569,10.8935,-2.19411,50,5.57963,9.04438,-137.081,-5.28295,-7.22802,29.3342,-11.375,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,95a71c55-c2c5-4712-9a37-30b98b3b0f07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
525,2019-09-24,07:45:57,4,1,"Leone, Dominic",608678,Right,"St. Louis Cardinals","Walker, Christian",572233,Right,"Arizona Diamondbacks",,17,Bottom,2,0,0,Undefined,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,87.1486,-4.95121,-2.45409,2578.11,109.43,NULL,5.85953,1.71699,6.34678,-35.447,1.09143,-3.18047,-1.66719,-0.808245,80.2896,-11.5458,-3.05862,0.435057,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.00874,2.09305,-1.53749,50,5.48265,5.50558,-126.319,-11.9758,1.61712,27.6132,-28.8186,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,96d6f3e2-aed9-4674-8f8e-e1c6a48544a2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
382,2019-09-24,05:52:38,4,4,"Clarke, Taylor",664199,Right,"Arizona Diamondbacks","Molina, Yadier",425877,Right,"St. Louis Cardinals",,13,Top,1,1,2,Undefined,Sinker,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,statcast,94.6349,-3.17529,-1.52345,2355.71,223.909,NULL,6.22286,1.29675,6.44742,-17.06,13.3939,12.9178,1.88013,0.973356,86.8077,-6.39431,0.931078,0.397185,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-7.52598,8.24356,-1.19484,50,5.99019,3.26028,-137.647,-8.16777,-14.4528,30.2797,-16.3432,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,9730b44d-7743-48bf-be68-946512965a37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
559,2019-09-24,08:10:27,1,6,"Ginkel, Kevin",656464,Right,"Arizona Diamondbacks","DeJong, Paul",657557,Right,"St. Louis Cardinals",,19,Top,0,2,2,Undefined,Slider,InPlay,Undefined,Undefined,Out,0,0,statcast,83.7372,-1.99854,-3.09703,2264.25,157.242,NULL,6.67481,2.37099,5.82747,-36.8388,2.53981,-1.07921,1.74381,-0.600412,78.2763,-8.79439,-3.29786,0.45165,93.0893,30.4675,-29.6368,3550.41,NULL,NULL,NULL,346.815,NULL,-41.1822,4.78331,-0.151918,1.83353,-2.11753,50,6.48951,6.62243,-121.774,-5.40674,-0.231514,20.5758,-29.3799,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,9836fd1e-8d71-4dbc-8b3c-ea4d3fc9b0ab,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16,2019-09-24,01:49:00,1,1,"Flaherty, Jack",656427,Right,"St. Louis Cardinals","Almonte, Abraham",501659,Left,"Arizona Diamondbacks",,1,Bottom,0,0,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,93.049,-3.69866,-3.07825,2276.84,216.932,NULL,5.90951,2.42204,6.36402,-17.1384,14.3781,10.8278,1.06842,0.489247,85.8386,-6.91561,-1.03325,0.404055,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-6.71674,8.82137,-2.20476,50,5.63361,6.93123,-135.158,-9.28348,-12.5218,27.3002,-15.7286,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,98ff4436-bebe-48e9-8634-172f9f7b6270,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
272,2019-09-24,04:38:21,2,1,"Bradley, Archie",605151,Right,"Arizona Diamondbacks","Fowler, Dexter",451594,Left,"St. Louis Cardinals",,10,Top,1,0,0,Undefined,Other,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,80.3825,0.162979,-2.17401,1998.34,32.4924,NULL,6.26996,2.04883,6.40176,-52.1533,-9.86486,-6.26031,2.07381,-0.472755,74.3406,-9.64414,-3.36149,0.468039,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.82522,-5.46762,-1.89035,50,6.25745,4.60876,-117.026,-1.05182,3.9112,22.4382,-39.7433,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,99323723-9fff-47ef-9556-c9ba57dbfa56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
464,2019-09-24,07:01:02,1,3,"Duplantier, Jon",641541,Right,"Arizona Diamondbacks","Molina, Yadier",425877,Right,"St. Louis Cardinals",,16,Top,0,1,1,Undefined,Slider,InPlay,Undefined,Undefined,Out,0,0,statcast,83.0378,-0.424378,-1.07956,2254.42,77.7686,NULL,5.75899,1.33884,6.63107,-40.3415,-1.42359,-6.41722,2.00863,-0.184346,77.0977,-8.03385,-2.29838,0.449,89.0928,42.6074,15.0956,4968.04,NULL,NULL,NULL,294.089,NULL,30.3977,5.381,3.2713,-0.678158,-1.26324,50,5.7134,2.45037,-121.062,-1.95962,4.89027,22.02,-33.1878,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,99cbdd33-c055-459b-8bbb-597783eac366,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
346,2019-09-24,05:34:38,1,2,"Cabrera, Genesis",650893,Left,"St. Louis Cardinals","Escobar, Eduardo",500871,Right,"Arizona Diamondbacks",,12,Bottom,0,0,1,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,97.5251,-3.72325,3.15825,2462.22,150.526,NULL,6.28673,-0.917075,5.86963,-12.1087,17.2626,-9.77007,1.80955,1.20496,89.3721,-5.98522,1.32597,0.390062,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.10817,10.2961,0.66727,50,5.9779,-7.45863,-141.499,-9.6545,12.4265,31.2475,-11.2276,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,9b1f1918-aa72-451a-b2b2-40a41f23bdb3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55,2019-09-24,02:11:17,2,3,"Flaherty, Jack",656427,Right,"St. Louis Cardinals","Rojas, Josh",668942,Left,"Arizona Diamondbacks",,2,Bottom,1,1,1,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,96.0017,-1.72917,-3.71541,2504.97,208.765,NULL,5.63482,2.3467,6.49809,-12.7878,16.918,9.301,2.97834,-0.292958,87.3218,-4.16206,-1.9463,0.392276,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-6.21036,9.83768,-2.09094,50,5.50809,8.77145,-139.511,-4.61652,-12.1897,32.5842,-12.8646,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,9b3e62db-aed5-4126-b954-073c1e9eab1a,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
213,2019-09-24,03:57:05,2,1,"Crichton, Stefan",592233,Right,"Arizona Diamondbacks","Goldschmidt, Paul",502671,Right,"St. Louis Cardinals",,8,Top,1,0,0,Undefined,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,93.3992,-1.93505,-4.13868,2064.37,249.897,NULL,5.45558,2.82746,5.93306,-25.7126,6.29943,17.284,1.51245,0.421872,85.4827,-6.75204,-0.890044,0.407219,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-10.4871,3.94159,-2.50678,50,5.28632,9.22565,-135.556,-5.45932,-19.5146,29.6165,-24.8395,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,9b6af5a9-70fc-4eee-bf49-0edfa0e400bc,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
573,2019-09-24,08:18:51,4,6,"Ginkel, Kevin",656464,Right,"Arizona Diamondbacks","Fowler, Dexter",451594,Left,"St. Louis Cardinals",,19,Top,2,3,2,Undefined,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,statcast,95.1185,-2.58411,-3.20049,2179.12,221.36,NULL,6.50114,2.41283,7.08819,-15.5413,13.7756,12.149,2.85573,0.51782,87.4884,-5.55403,-0.872471,0.3897,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-7.67785,8.43162,-2.22607,50,6.34177,7.41261,-138.426,-6.67646,-14.9758,29.3784,-15.728,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,9bc3222b-d4ad-424d-9437-d16c426ad80e,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
