pitchid,date,time,pa_number,pa_pitch_number,pitcher,pitcherid,throws,field_team,batter,batterid,batside,bat_team,pitcher_set,inning,inning_half,outs,balls,strikes,pitch_type_tagged,pitch_type_auto,pitch_call,k_or_bb,hit_type,play_result,outs_on_play,runs_scored,notes,rel_speed,vert_rel_angle,horz_rel_angle,spin_rate,spin_axis,tilt,rel_height,rel_side,extension,vert_break,induced_vert_break,horz_break,plate_loc_z,plate_loc_x,zone_speed,vert_appr_angle,horz_appr_angle,zone_time,exit_speed,angle,direction,hit_spin_rate,pos_at_100_x,pos_at_100_y,pos_at_100_z,distance,last_tracked_distance,bearing,hang_time,pfx_x,pfx_z,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,home_team,away_team,stadium,levelid,leagueid,trackman_gameid,pitch_uid,effective_velo,max_height,measured_duration,speed_drop,pitch_last_measured_x,pitch_last_measured_y,pitch_last_measured_z,contact_position_x,contact_position_y,contact_position_z
6,2019-09-24,01:42:12,2,2,"Leake, Mike",502190,Right,"Arizona Diamondbacks","Edman, Tommy",669242,Left,"St. Louis Cardinals",,1,Top,0,0,1,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,87.3316,-0.0865223,-2.31142,1952.9,242.529,NULL,4.8111,2.67182,5.21177,-32.1519,4.79865,9.28872,2.05035,1.27142,81.0977,-5.99712,-0.598649,0.437504,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.40857,2.53603,-2.46532,50,4.77904,4.79334,-127.063,-1.35299,-8.98254,22.1623,-27.9622,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,16b2b17c-99f5-452b-85b4-4ea8a5ddf69f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
171,2019-09-24,03:27:05,2,1,"Flaherty, Jack",656427,Right,"St. Louis Cardinals","Almonte, Abraham",501659,Left,"Arizona Diamondbacks",,6,Bottom,1,0,0,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,94.5716,-1.4172,-2.90243,2329.42,195.496,NULL,5.70856,2.4066,6.65321,-14.1529,16.0458,4.45576,3.23037,0.119693,86.6215,-4.10792,-2.05452,0.395517,76.5143,24.687,-173.382,2681.62,NULL,NULL,NULL,184.802,NULL,-173.925,2.15611,-3.25901,9.27746,-2.21341,50,5.60742,6.84664,-137.65,-3.82994,-6.26595,29.955,-14.3367,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,16d3320c-935e-4ec7-ab91-9a1eec5e6b61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
136,2019-09-24,03:00:08,4,3,"Leake, Mike",502190,Right,"Arizona Diamondbacks","Fowler, Dexter",451594,Left,"St. Louis Cardinals",,5,Top,2,1,1,Undefined,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,84.8861,0.744077,-2.04279,1583.29,275.106,NULL,4.81624,2.31847,5.21626,-40.4826,-1.1006,11.9492,2.14272,1.39288,78.3448,-6.72461,0.170196,0.451669,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-6.80159,-0.768823,-2.13888,50,4.85484,3.98663,-123.438,0.194008,-10.5752,22.7938,-33.3694,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,1783f2bb-c403-4df7-98f1-3aae23b20d11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
291,2019-09-24,04:51:41,3,1,"Helsley, Ryan",664854,Right,"St. Louis Cardinals","Ahmed, Nick",605113,Right,"Arizona Diamondbacks",,10,Bottom,2,0,0,Undefined,Cutter,InPlay,Undefined,Undefined,Out,0,0,statcast,87.9255,-1.95673,-0.441677,2568.94,152.863,NULL,6.28529,0.0892033,5.85964,-31.4624,4.29654,-2.21741,1.84499,-0.505876,81.5239,-7.80156,-0.856982,0.430392,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.08036,2.80426,-0.0521291,50,6.10827,1.05884,-128.003,-5.39605,1.8083,24.2336,-27.4803,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,18a182b1-08bc-4f35-bf03-aac2e56a55a1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
265,2019-09-24,04:35:19,1,1,"Bradley, Archie",605151,Right,"Arizona Diamondbacks","Martinez, Jose",500874,Right,"St. Louis Cardinals",,10,Top,0,0,0,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,93.5855,-1.39821,-2.82776,2125.53,217.552,NULL,6.21858,2.03885,5.81756,-18.2919,13.6486,10.5131,3.39255,0.283946,85.4373,-4.82774,-0.853147,0.406764,79.7335,7.02857,172.541,NULL,NULL,NULL,NULL,117.712,NULL,175.228,1.16362,-6.44696,7.73397,-1.8138,50,6.09331,6.35547,-136.022,-3.95601,-12.0716,29.9957,-17.6926,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,1ae88dea-303f-4fa8-bd71-c8e4ee2ad042,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
281,2019-09-24,04:43:45,1,1,"Webb, Tyler",643778,Left,"St. Louis Cardinals","Rojas, Josh",668942,Left,"Arizona Diamondbacks",,10,Bottom,0,0,0,Undefined,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,91.1113,-2.89641,3.20949,2216.87,146.387,NULL,6.84641,-2.03205,5.92778,-16.8871,16.673,-11.1015,2.74552,0.0235235,83.4756,-6.05696,1.12393,0.416949,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.86456,9.78769,1.78197,50,6.60512,-7.05208,-132.298,-7.26164,12.1931,27.6432,-14.7888,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,1b390398-8357-4d15-96e4-9472a2c15fb6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
84,2019-09-24,02:27:47,3,1,"Flaherty, Jack",656427,Right,"St. Louis Cardinals","Leake, Mike",502190,Right,"Arizona Diamondbacks",,3,Bottom,2,0,0,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,statcast,96.1084,-2.12612,-3.11025,2272.85,206.072,NULL,5.79398,2.27726,6.43706,-14.2717,15.2403,7.46892,2.6473,0.0389979,88.0593,-4.82626,-1.69479,0.390995,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-4.94778,8.95402,-2.0599,50,5.63639,7.35847,-139.764,-5.64724,-9.81237,30.7293,-14.4166,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,1b5a79c6-6818-4946-a8d0-7d71ba48c3c1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
579,2019-09-24,08:23:58,2,2,"Brebbia, John",605154,Right,"St. Louis Cardinals","Ahmed, Nick",605113,Right,"Arizona Diamondbacks",,19,Bottom,0,0,1,Undefined,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,statcast,81.1871,-0.807583,-2.1269,2669.29,106.062,NULL,5.91215,1.97043,6.43595,-38.3985,2.38106,-8.38822,1.96965,-0.683826,75.9713,-7.98449,-3.70543,0.459614,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.09948,1.49397,-1.81562,50,5.83706,4.62089,-118.32,-2.70667,5.90162,19.292,-30.0233,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,1bc3beba-21f0-4510-b520-26f3b31625dc,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
407,2019-09-24,06:20:45,3,2,"Chafin, Andrew",605177,Left,"Arizona Diamondbacks","O'Neill, Tyler",641933,Right,"St. Louis Cardinals",,14,Top,1,1,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,92.8469,-1.68334,2.25137,2148.85,150.159,NULL,6.3465,-1.74123,6.19567,-16.6826,15.1999,-8.73462,3.4008,-0.38989,85.033,-4.82794,0.600864,0.406395,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.37421,8.74333,1.57646,50,6.21142,-5.03119,-135.094,-4.50783,9.95076,28.9025,-15.9851,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,1be8e6a9-1940-421c-ab74-3bd9175ebc9f,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
340,2019-09-24,05:30:00,2,8,"Clarke, Taylor",664199,Right,"Arizona Diamondbacks","Ravelo, Rangel",592660,Right,"St. Louis Cardinals",,12,Top,1,3,2,Undefined,Slider,InPlay,Undefined,Undefined,Out,0,0,statcast,86.0715,-2.35754,-1.74647,2220.98,122.284,NULL,6.22529,1.39947,6.26152,-34.4504,2.44331,-3.91602,1.17874,-0.537462,79.8184,-8.79262,-2.48553,0.437167,81.5288,34.0649,-5.57761,4011.85,NULL,NULL,NULL,294.991,NULL,-0.0185494,4.81351,1.6796,1.95235,-1.26829,50,6.03362,3.93461,-125.263,-6.17278,2.68338,23.9965,-29.0549,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,1c445d67-a77a-4178-a9cc-795368a8d314,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30,2019-09-24,01:54:28,3,4,"Flaherty, Jack",656427,Right,"St. Louis Cardinals","Escobar, Eduardo",500871,Left,"Arizona Diamondbacks",,1,Bottom,2,2,1,Undefined,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,statcast,87.4022,-1.37329,-3.13253,2529.76,148.57,NULL,5.6443,2.54389,6.37721,-27.4339,8.37931,-5.13909,2.09272,-0.76884,80.3462,-6.53876,-4.10432,0.430718,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.95207,4.97967,-2.31585,50,5.53244,7.1063,-127.122,-3.84875,3.19542,25.9735,-24.0226,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,1cb8d77d-bdf1-4772-8746-edb77afacc73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
233,2019-09-24,04:10:27,2,5,"Gallegos, Giovanny",606149,Right,"St. Louis Cardinals","Dyson, Jarrod",502481,Left,"Arizona Diamondbacks",,8,Bottom,1,1,2,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,statcast,86.38,-3.22309,-3.29593,2487.54,266.012,NULL,6.52082,2.46688,5.31198,-38.3652,0.179693,3.03895,0.290671,-0.376481,79.3554,-10.2758,-2.72976,0.446843,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-2.57886,1.0463,-2.17027,50,6.20092,7.10442,-125.183,-8.38251,-4.06902,26.6087,-30.5232,109,138,ChaseField,MLB,NL,20190924-ChaseField-1,1d27d2d6-4c07-43ff-a08f-d899f7f0f5c7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
